,Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population_x, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Continent,Least Developed,Life Expectancy,Population_y,CO2 emissions,Health expenditure,Electric power consumption,Forest area,GDP per capita,Individuals using the Internet,Military expenditure,People practicing open defecation,People using at least basic drinking water services,Obesity among adults,Beer consumption per capita
437,Cyprus,2010,Developed,79.5,59.0,0,11.32,283.3300258,96.0,18,57.8,0,99.0,7.23,99.0,0.1,3818.46396,111267.0,0.9,1.0,0.853,14.6,Europe,False,79.43,1112617,7.100376945,6.51767111,4577.04248,18.70562771,33423.5,52.99,1.857807744,0.0,99.82714804,20.1,3.79
438,Cyprus,2009,Developed,79.3,6.0,0,10.8,230.2524184,96.0,0,57.3,0,99.0,7.4,99.0,0.1,3215.8159,19876.0,0.9,1.0,0.849,14.1,Europe,False,79.245,1098089,7.540372167,6.46531582,4554.498654,18.69231602,33884.87891,49.81,1.816819508,0.0,99.83488338,19.8,3.68877
439,Cyprus,2008,Developed,79.1,62.0,0,12.01,239.6409938,93.0,1,56.8,0,97.0,6.89,97.0,0.1,3539.7488,181563.0,0.9,1.0,0.844,13.7,Europe,False,79.071,1081568,7.849714277,6.01427698,4377.141095,18.67900433,34830.23438,42.31,1.629704944,0.0,99.84262747,19.4,3.89908
440,Cyprus,2007,Developed,78.9,63.0,0,11.56,1958.525877,93.0,0,56.3,0,97.0,6.5,97.0,0.1,31386.63265,163712.0,0.9,1.0,0.836,13.5,Europe,False,78.91,1063708,7.812294746,5.35744858,4238.131129,18.66569264,32881.54688,40.77,1.684599658,0.0,99.85039242,19.0,3.70999
441,Cyprus,2006,Developed,78.8,64.0,0,11.47,1700.841534,93.0,0,55.8,0,97.0,6.28,97.0,0.1,27169.99256,14559.0,0.9,1.0,0.829,13.4,Europe,False,78.764,1045508,7.651782674,5.46357489,4099.616896,18.65238095,30015.41406,35.83,1.899997863,0.0,99.8581574,18.7,3.58104
442,Cyprus,2005,Developed,78.7,65.0,0,11.41,1562.520827,88.0,1,55.3,0,98.0,6.37,98.0,0.1,25324.48666,127658.0,0.9,1.0,0.826,13.5,Europe,False,78.63,1027657,7.687389951,5.43580961,3946.912639,18.63906926,27763.1543,32.81,2.037469743,0.0,99.8659396,18.3,3.62488
443,Cyprus,2004,Developed,78.6,65.0,0,13.03,1586.724172,88.0,0,54.8,0,98.0,6.42,98.0,0.1,23932.49128,1141.0,0.9,1.0,0.823,13.4,Europe,False,78.506,1010410,7.699844825,5.40558147,3918.225536,18.62575758,25944.85352,33.83,1.955769162,0.0,99.87373696,18.0,3.60157
444,Cyprus,2003,Developed,78.5,66.0,0,10.62,158.7087399,88.0,0,54.3,0,98.0,6.83,98.0,0.1,2293.4789,993563.0,0.9,1.0,0.815,13.0,Europe,False,78.385,993562,7.880736103,5.63568783,3703.294274,18.61244589,24279.67773,30.09,1.985163124,0.0,99.88154216,17.6,3.56083
445,Cyprus,2002,Developed,78.4,68.0,0,11.68,1128.050886,88.0,0,53.8,0,98.0,6.12,98.0,0.1,16372.29152,976966.0,0.9,1.0,0.805,12.5,Europe,False,78.264,976968,7.339032677,5.61565971,3455.26381,18.5991342,23556.4082,28.32,2.130160735,0.0,99.88935688,17.2,3.50048
446,Cyprus,2001,Developed,78.2,69.0,0,10.16,100.8086193,89.0,0,53.3,0,97.0,5.78,97.0,0.1,1562.92433,96282.0,0.9,1.0,0.8,12.4,Europe,False,78.139,960274,7.279172403,5.33940458,3373.306986,18.58582251,22861.88477,18.81875904,3.153222159,0.0,99.88931778,16.9,3.71445
447,Cyprus,2000,Developed,78.1,7.0,0,9.56,950.8027925,89.0,0,52.8,0,97.0,5.77,97.0,0.1,14672.8826,943286.0,0.9,1.0,0.798,12.5,Europe,False,78.009,943288,7.55866713,5.30800056,3178.017578,18.57251082,21288.50977,15.25539437,2.822090151,0.0,99.88938589,16.5,3.69201
448,Czechia,2015,Developed,78.8,86.0,0,,0.0,97.0,9,66.1,0,97.0,,97.0,0.1,,,1.8,1.8,,,Europe,False,78.57804878,10546059,9.400668002,7.19641542,6258.891037,34.5601606,33899.28657,75.6688387,0.946582096,0.0,99.88009269,28.0,6.87
449,Czechia,2014,Developed,78.6,88.0,0,12.68,0.0,99.0,222,65.6,0,99.0,7.41,97.0,0.1,,,1.8,1.9,,,Europe,False,78.82439024,10525347,9.264302843,7.59677219,6284.790806,34.52716913,32502.47535,74.23171164,0.966227818,0.0,99.88001359,27.6,6.88
450,Czechia,2013,Developed,78.2,9.0,0,12.45,0.0,99.0,15,65.1,0,99.0,7.49,98.0,0.1,,,1.8,1.9,,,Europe,False,78.17560976,10514272,9.620257259,7.7224946,6304.571923,34.4986532,30818.10816,74.1104,1.01508372,0.0,99.87411204,27.1,6.87
451,Czechia,2012,Developed,78.0,93.0,0,12.71,0.0,99.0,22,64.5,0,99.0,7.55,99.0,0.1,,,1.8,1.9,,,Europe,False,78.07560976,10510785,10.09153928,6.97858715,6298.727678,34.46567396,29254.73127,73.43000782,1.063216817,0.0,99.86818744,26.6,6.93
452,Czechia,2011,Developed,77.8,97.0,0,12.43,0.0,99.0,17,64.0,0,99.0,7.5,99.0,0.1,,,1.9,1.9,,,Europe,False,77.87317073,10496088,10.4010178,6.92782688,6348.424398,34.43716172,29001.36804,70.49,1.077836499,0.0,99.86233747,26.2,6.64
453,Czechia,2010,Developed,77.5,99.0,0,12.69,0.0,99.0,0,63.6,0,99.0,7.43,99.0,0.1,,,1.9,2.0,,,Europe,False,77.42439024,10474410,10.71659406,6.87530422,6139.35206,34.40864949,27881.968,68.82,1.194772181,0.0,99.85659774,25.8,6.72
454,Czechia,2009,Developed,77.1,12.0,0,13.23,0.0,99.0,5,63.1,0,99.0,7.85,99.0,0.1,,,1.9,2.0,,,Europe,False,77.07804878,10443936,10.64445418,7.248806,6489.126257,34.37818488,27761.50915,64.43,1.310564143,0.0,99.85087849,25.4,7.00957
455,Czechia,2008,Developed,77.0,16.0,0,13.25,0.0,99.0,2,62.6,0,99.0,6.82,99.0,0.1,,,1.9,2.0,,,Europe,False,76.97560976,10384603,11.39282817,6.33024883,6518.217413,34.35217504,27974.48713,62.97,1.232471567,0.0,99.84517803,25.0,7.29073
456,Czechia,2007,Developed,76.8,17.0,0,13.43,0.0,99.0,2,62.2,0,99.0,6.52,99.0,0.1,,,2.0,2.1,,,Europe,False,76.72439024,10298828,12.00330783,5.98578358,6528.53015,34.32172168,26282.37549,51.93,1.430914735,0.0,99.83950014,24.7,7.41986
457,Czechia,2006,Developed,76.5,19.0,0,13.03,0.0,98.0,7,61.8,0,98.0,6.69,98.0,0.1,,,2.0,2.1,,,Europe,False,76.52439024,10238905,11.77860313,6.16380167,6357.421095,34.29571521,23923.70388,47.93,1.575906158,0.0,99.83384369,24.3,7.43356
458,Czechia,2005,Developed,75.9,114.0,0,13.19,0.0,99.0,0,61.3,0,96.0,6.93,97.0,0.1,,,2.1,2.1,,,Europe,False,75.92439024,10211216,11.750804,6.34086704,6230.398228,34.2652731,22095.38785,35.27,1.790083772,0.0,99.82820011,23.9,7.6495
459,Czechia,2004,Developed,75.8,116.0,0,13.24,0.0,98.0,17,6.8,0,96.0,6.9,98.0,0.1,,,2.1,2.2,,,Europe,False,75.72195122,10197101,12.10540157,6.35071039,6074.849142,34.23927,20932.07842,35.5,1.713703173,0.0,99.82257596,23.6,7.53285
460,Czechia,2003,Developed,75.2,122.0,0,13.01,0.0,92.0,30,6.4,0,97.0,7.13,97.0,0.1,,,2.2,2.2,,,Europe,False,75.17073171,10193998,12.04336087,6.52412462,5894.233119,34.20883914,19538.0704,34.3,1.892764044,0.0,99.816976,23.2,7.61316
461,Czechia,2002,Developed,75.3,12.0,0,13.47,0.0,86.0,4,59.9,0,97.0,6.8,98.0,0.1,,,2.2,2.3,,,Europe,False,75.22195122,10196916,11.6241027,6.17736149,5892.172595,34.18283939,18252.57277,23.93,1.824406968,0.0,99.81139548,22.8,7.55363
462,Czechia,2001,Developed,75.1,123.0,0,13.36,0.0,,6,59.4,0,97.0,6.42,98.0,0.1,,,2.2,2.3,,,Europe,False,75.17317073,10216605,12.01181802,5.86295414,5703.816739,34.15683965,17621.05413,14.69717212,1.751249558,0.0,99.80582697,22.5,7.44423
463,Czechia,2000,Developed,74.7,126.0,0,13.22,0.0,,9,59.0,0,98.0,6.31,98.0,0.1,,,2.3,2.3,,,Europe,False,74.96829268,10255063,12.01065269,5.70103025,5493.85153,34.13083991,16235.48063,9.780527888,1.877356956,0.0,99.80612464,22.1,7.63301
464,Congo Dem. Rep.,2015,Developing,59.8,258.0,236,,0.0,81.0,5020,21.6,308,78.0,,81.0,1.1,,,9.5,9.3,,,Africa,True,58.828,73767445,0.069678432,3.97874045,117.0283067,58.56222668,849.7608186,3.0,0.95024714,11.65966735,42.08531377,5.3,0.55
465,Congo Dem. Rep.,2014,Developing,59.3,266.0,237,0.01,0.0,8.0,33711,21.1,312,79.0,4.33,8.0,1.1,,,9.7,9.5,,,Africa,True,58.381,71358804,0.055494204,3.56663251,112.1836565,59.0480457,753.4851681,2.2,1.146177977,11.58979319,41.45717361,5.1,0.75
466,Congo Dem. Rep.,2013,Developing,58.8,272.0,238,0.01,0.0,74.0,88381,2.6,314,74.0,3.89,74.0,1.2,,,9.9,9.6,,,Africa,True,57.914,69020749,0.041002162,3.30099416,108.0216267,59.53386471,669.5674426,1.679961015,1.134550276,11.51725883,40.83420107,4.8,0.79
467,Congo Dem. Rep.,2012,Developing,58.3,277.0,239,0.01,0.0,75.0,72029,2.1,317,76.0,3.77,75.0,1.5,,,1.0,9.8,,,Africa,True,57.427,66755151,0.045239954,3.26267195,104.6560836,60.01968373,668.940881,1.2,0.92410908,11.44223736,40.21581378,4.6,0.69
468,Congo Dem. Rep.,2011,Developing,57.9,278.0,239,1.82,0.0,74.0,133802,19.6,319,77.0,3.53,74.0,1.6,,,1.2,1.0,,,Africa,True,56.909,64563853,0.04104464,3.86035585,106.7918735,60.50550275,633.9826243,0.72,0.851731339,11.36475698,39.60194826,4.4,0.67
469,Congo Dem. Rep.,2010,Developing,57.4,283.0,239,1.81,0.0,6.0,5407,19.1,321,76.0,4.4,6.0,1.6,,,1.4,1.2,,,Africa,True,56.35,62448572,0.040032941,4.54615879,101.2064072,60.80236431,604.6920617,0.56,0.656239765,11.28457892,38.99355346,4.2,0.6
470,Congo Dem. Rep.,2009,Developing,56.7,292.0,238,2.13,0.0,72.0,57,18.6,323,78.0,5.61,72.0,1.7,,,1.6,1.4,,,Africa,True,55.743,60411195,0.042210719,4.98871946,105.2457136,61.09922587,603.8637028,0.44,0.808542544,11.20200779,38.38954596,4.0,0.55035
471,Congo Dem. Rep.,2008,Developing,56.3,295.0,237,2.09,0.0,65.0,12461,18.2,324,64.0,4.46,65.0,1.8,,,1.8,1.7,,,Africa,True,55.091,58453687,0.042255675,4.33555222,101.7709237,61.39608743,576.4523841,0.37,1.254075528,11.11680929,37.79087,3.8,0.53377
472,Congo Dem. Rep.,2007,Developing,55.7,299.0,236,1.52,0.0,7.0,55577,17.8,326,72.0,3.61,7.0,1.9,,,11.1,1.9,,,Africa,True,54.401,56578046,0.040298316,4.39380932,89.45733367,61.69294899,545.7309695,0.29605361,1.434633855,11.02928109,37.19644995,3.6,0.48046
473,Congo Dem. Rep.,2006,Developing,55.0,36.0,235,1.53,0.0,,80123,17.3,327,62.0,3.39,62.0,2.0,,,11.3,11.1,,,Africa,True,53.675,54785894,0.040338851,4.25265551,88.18729489,61.98981055,519.0927589,0.238037799,1.380795458,10.93919626,36.60722724,3.5,0.40912
474,Congo Dem. Rep.,2005,Developing,54.3,314.0,233,1.43,0.0,,182485,16.9,329,6.0,3.14,6.0,2.0,,,11.5,11.3,,,Africa,True,52.917,53068869,0.036556273,4.42028952,90.20801962,62.28667211,489.5590753,0.196208375,1.336604385,10.84659253,36.02313413,3.3,0.33738
475,Congo Dem. Rep.,2004,Developing,53.5,323.0,232,1.44,0.0,,44934,16.5,330,52.0,3.34,54.0,2.1,,,11.7,11.5,,,Africa,True,52.144,51425583,0.038891149,3.81817865,89.73030179,62.58353367,460.935999,0.134914837,0.880645711,10.75175868,35.44310563,3.1,0.3153
476,Congo Dem. Rep.,2003,Developing,52.8,332.0,231,1.83,0.0,,21956,16.1,331,47.0,3.2,41.0,2.2,,,11.9,11.7,,,Africa,True,51.385,49871670,0.033084915,2.6547749,95.5428467,62.88039523,441.4743664,0.092790702,0.632,10.65522203,34.86508705,3.0,0.26861
477,Congo Dem. Rep.,2002,Developing,52.1,341.0,229,1.85,0.0,,30466,15.7,331,4.0,2.59,38.0,2.4,,,12.1,11.9,,,Africa,True,50.667,48428534,0.032418904,2.70775008,96.56978765,63.17725679,434.8352523,0.011475782,0.468,10.55699362,34.28904305,2.9,0.26733
478,Congo Dem. Rep.,2001,Developing,51.8,34.0,227,1.9,0.0,,8072,15.3,332,3.0,2.67,3.0,2.4,,,12.2,12.1,,,Africa,True,50.041,47105830,0.034602936,1.55040038,95.16630311,63.47411835,446.5741979,0.005902114,0.220260773,10.45708736,33.71492715,2.7,0.26433
479,Congo Dem. Rep.,2000,Developing,51.3,346.0,226,1.98,0.0,,8282,14.9,332,42.0,1.45,4.0,2.5,,,12.4,12.3,,,Africa,True,49.557,45919615,0.045514319,0.41,93.40028961,63.77097991,481.2181471,0.001009076,1.158150664,10.326,33.301,2.6,0.29468
480,Denmark,2015,Developed,86.0,71.0,0,,0.0,,9,58.8,0,93.0,,93.0,0.1,5314.64416,5683483.0,1.1,0.9,0.923,19.2,Europe,False,80.70243902,5683483,5.929462754,10.22716618,5858.801536,15.617,49045.33919,96.33050162,1.111446012,0.0,99.99999785,20.9,3.45
481,Denmark,2014,Developed,84.0,73.0,0,9.64,10468.76292,,27,58.4,0,94.0,1.8,94.0,0.1,62425.5392,5643475.0,1.1,0.9,0.926,19.2,Europe,False,80.7,5643475,6.347153074,10.17190456,6039.432,15.42605,47901.44736,95.99,1.149273286,0.0,99.99999892,20.5,3.57
482,Denmark,2013,Developed,81.0,75.0,0,9.5,10261.763,,17,58.1,0,94.0,11.25,94.0,0.1,61191.19263,5614932.0,1.1,0.9,0.924,18.7,Europe,False,80.3,5614932,7.116737849,10.16958141,6038.552307,15.2351,46726.85414,94.6297,1.227252,0.0,99.99999783,20.1,3.48
483,Denmark,2012,Developed,80.0,76.0,0,9.26,928.4170785,,2,57.7,0,94.0,1.98,94.0,0.1,5857.521,5591572.0,1.1,0.9,0.922,18.4,Europe,False,80.05121951,5591572,6.835287325,10.24135303,6165.97362,15.04415,44803.96824,92.26001172,1.351818973,0.0,99.99999782,19.8,3.55
484,Denmark,2011,Developed,79.7,79.0,0,10.47,10251.10872,,84,57.4,0,91.0,1.87,91.0,0.1,61753.667,557572.0,1.1,0.9,0.91,16.9,Europe,False,79.8,5570572,7.73708669,10.15291023,6327.506456,14.8532,44403.38484,89.81001339,1.313531285,0.0,100.0,19.4,3.81
485,Denmark,2010,Developed,79.2,84.0,0,10.28,954.4865933,,5,57.0,0,9.0,11.8,9.0,0.1,5841.41122,5547683.0,1.1,0.9,0.906,16.8,Europe,False,79.1,5547683,8.673891232,10.33315945,6219.701092,14.66225,43003.05459,88.72,1.398621787,0.0,100.0000022,19.0,3.86
486,Denmark,2009,Developed,78.9,86.0,0,10.08,9765.616994,,6,56.6,0,89.0,11.47,89.0,0.1,58163.29359,552395.0,1.1,0.9,0.906,16.8,Europe,False,78.59756098,5523095,8.678105357,10.67432022,6534.12385,14.625025,40331.40688,86.84,1.350178625,0.0,100.0000011,18.7,4.1285
487,Denmark,2008,Developed,78.8,88.0,0,10.7,10761.18209,,14,56.3,0,88.0,1.18,88.0,0.1,64322.6664,5493621.0,1.1,0.9,0.906,16.8,Europe,False,78.44634146,5493621,9.125129139,9.51134396,6668.390266,14.5878,41278.32683,85.02,1.355004524,0.0,100.0000022,18.3,4.51206
488,Denmark,2007,Developed,78.4,93.0,0,10.99,9703.068121,,2,55.9,0,87.0,9.99,87.0,0.1,58487.451,5461438.0,1.2,0.9,0.904,16.7,Europe,False,78.19512195,5461438,9.779475634,9.3251543,6824.745939,14.550575,39006.20232,85.03,1.307247052,0.0,100.0000033,17.9,4.76388
489,Denmark,2006,Developed,78.1,93.0,0,11.02,850.9544783,,27,55.4,0,93.0,9.92,93.0,0.1,5226.99311,5437272.0,1.2,0.9,0.902,16.9,Europe,False,78.09512195,5437272,10.69102319,9.16879559,6659.000427,14.51335,37334.39016,86.65,1.377492183,0.0,100.0,17.5,4.91805
490,Denmark,2005,Developed,78.1,92.0,0,11.28,7627.412444,,2,55.0,0,93.0,9.77,93.0,0.1,48799.8237,5419432.0,1.2,1.0,0.897,16.6,Europe,False,77.84390244,5419432,9.262963492,9.0905695,6615.569959,14.476125,34150.15946,82.74,1.31148864,0.0,100.0000011,17.2,5.04888
491,Denmark,2004,Developed,77.7,98.0,0,11.27,6948.839868,,0,54.4,0,95.0,9.67,95.0,0.1,46511.6457,544523.0,1.2,1.0,0.893,16.5,Europe,False,77.49268293,5404523,9.941672844,9.00743198,6602.63638,14.4389,32938.6921,80.93,1.423704234,0.0,99.99999774,16.8,5.10118
492,Denmark,2003,Developed,77.3,11.0,0,11.54,650.9813544,,0,53.9,0,96.0,9.51,96.0,0.1,4458.7764,539574.0,1.2,1.0,0.882,16.3,Europe,False,77.14390244,5390574,10.98769807,8.9036293,6533.752014,14.401675,30820.38922,76.26,1.46685125,0.0,100.0000011,16.3,5.46981
493,Denmark,2002,Developed,77.0,14.0,0,11.34,4801.546125,,32,53.3,0,98.0,9.33,98.0,0.1,33228.69291,5375931.0,1.2,1.0,0.875,16.6,Europe,False,76.89512195,5375931,10.01500952,8.70251179,6490.092993,14.36445,30640.34562,64.25,1.508149852,0.0,99.99999546,15.9,5.47469
494,Denmark,2001,Developed,77.0,12.0,0,11.56,530.4832336,,11,52.8,0,97.0,9.1,97.0,0.1,3751.64946,5358783.0,1.3,1.0,0.862,16.2,Europe,False,76.79268293,5358783,10.12356724,8.44832611,6482.488628,14.327225,29437.31034,42.95752472,1.53238072,0.0,100.0000011,15.5,5.56085
495,Denmark,2000,Developed,76.9,12.0,0,11.69,508.7496912,,14,52.2,0,97.0,8.7,97.0,0.1,3743.55917,5339616.0,1.3,1.0,0.86,16.5,Europe,False,76.59268293,5339616,9.850895645,8.10438347,6508.513381,14.29,28658.12496,39.17243086,1.457444051,0.0,100.0000023,15.1,5.74827
496,Ecuador,2015,Developing,76.2,118.0,6,,0.0,78.0,0,54.2,7,84.0,,78.0,0.1,625.62224,16144368.0,1.2,1.1,0.739,14.0,South America,False,76.143,16212022,2.56106243,7.49149466,1376.393633,51.61531648,11060.28627,48.94043379,2.616074159,3.496447184,93.0637795,18.8,2.99
497,Ecuador,2014,Developing,76.0,121.0,6,3.82,79.11626341,83.0,0,53.5,7,84.0,9.16,83.0,0.1,6432.216537,1593112.0,1.2,1.1,0.737,14.0,South America,False,75.923,15951832,2.620388632,6.72399426,1329.367238,51.7836286,11713.17591,45.59039067,2.739230809,4.154824209,92.35797104,18.3,2.99
498,Ecuador,2013,Developing,76.0,121.0,6,3.77,59.12850204,87.0,0,52.8,8,87.0,7.29,87.0,0.1,674.9829,15661547.0,1.3,1.1,0.725,13.4,South America,False,75.707,15707473,2.52745943,6.80123425,1277.037196,51.95194073,11153.68521,40.27912194,2.875890683,4.815871921,91.6523303,17.8,2.96
499,Ecuador,2012,Developing,75.5,127.0,7,3.92,41.88087712,88.0,72,52.1,8,85.0,6.48,87.0,0.1,572.14313,15419666.0,1.3,1.2,0.717,13.3,South America,False,75.495,15474099,2.396908547,6.7622118,1212.026987,52.12025286,10311.4046,35.13514645,2.945452865,5.479792218,90.94651335,17.3,2.88
500,Ecuador,2011,Developing,75.3,131.0,7,3.99,344.7412164,88.0,257,51.4,8,85.0,5.92,88.0,0.1,5223.351763,15177355.0,1.3,1.2,0.71,13.2,South America,False,75.289,15243885,2.433762684,6.47737551,1137.95685,52.28856499,9857.520523,31.36680836,3.095110057,6.146488612,90.24070076,16.8,2.78
501,Ecuador,2010,Developing,75.0,134.0,7,3.95,367.9285652,9.0,0,5.7,8,88.0,5.9,91.0,0.1,4657.32361,1493469.0,1.3,1.2,0.703,13.1,South America,False,75.089,15011114,2.481494711,6.11657906,1104.950911,52.45687711,9091.306548,29.03,3.010551292,6.819246968,89.53052651,16.3,2.67
502,Ecuador,2009,Developing,75.1,137.0,7,3.87,282.1440066,91.0,0,5.0,8,91.0,5.58,94.0,0.1,4255.56571,14691275.0,1.3,1.2,0.702,13.1,South America,False,74.895,14774412,2.335118311,5.6990099,1077.413327,52.73965614,8816.461721,24.6,3.117418088,7.500267776,88.81389282,15.9,2.62405
503,Ecuador,2008,Developing,74.6,139.0,7,3.76,197.9303077,93.0,1,49.3,9,94.0,5.66,96.0,0.1,4274.95265,14447562.0,1.3,1.2,0.698,13.0,South America,False,74.705,14535740,2.1801436,5.3773427,952.8170215,53.02243517,8853.996342,18.8,2.665041736,8.185239066,88.09690181,15.4,2.39637
504,Ecuador,2007,Developing,74.7,14.0,7,3.63,19.60467787,94.0,0,48.6,9,95.0,5.94,96.0,0.2,359.71886,1425453.0,1.4,1.3,0.696,12.9,South America,False,74.514,14296554,2.14317376,5.33981323,862.4847513,53.30521421,8304.77549,10.8,2.56823582,8.874330967,87.37936524,15.0,2.17043
505,Ecuador,2006,Developing,74.4,144.0,8,3.52,19.13983284,96.0,0,47.9,9,92.0,5.86,96.0,0.3,335.786541,1396748.0,1.4,1.3,0.693,12.8,South America,False,74.319,14059379,2.143053343,5.70302916,794.5268276,53.58799324,8046.431679,7.2,2.029825877,9.567571061,86.66128075,14.6,2.10241
506,Ecuador,2005,Developing,74.2,151.0,8,3.54,18.09317114,92.0,0,47.2,9,89.0,5.87,92.0,0.3,321.942547,13735233.0,1.4,1.3,0.688,12.8,South America,False,74.112,13825839,2.041105738,5.59422016,823.8216174,53.87077227,7602.647804,5.994255161,2.298402791,10.26461644,85.94305143,14.1,1.92202
507,Ecuador,2004,Developing,74.4,148.0,8,3.65,16.37920405,88.0,0,46.5,9,9.0,6.22,88.0,0.3,278.557892,1359647.0,1.5,1.3,0.682,12.7,South America,False,73.887,13596390,1.925511132,5.56659126,715.7988397,54.1535513,7119.191726,4.834442638,1.940332799,10.96583086,85.22428189,13.7,1.81954
508,Ecuador,2003,Developing,74.4,151.0,8,3.69,18.26183281,82.0,0,45.8,10,97.0,6.46,87.0,0.3,244.46898,1328961.0,1.5,1.4,0.679,12.6,South America,False,73.641,13369678,1.844472234,5.44066668,688.4790274,54.43633033,6515.644136,4.460228345,2.278553365,11.67124613,84.50497189,13.3,1.75698
509,Ecuador,2002,Developing,73.6,157.0,8,3.88,187.3843511,75.0,0,45.1,10,88.0,4.62,88.0,0.3,2183.966796,13726.0,1.5,1.4,0.675,12.5,South America,False,73.371,13143465,1.838936694,4.4733963,646.8617834,54.71910936,6327.228325,4.260796915,1.768891985,12.3806742,83.78532812,12.9,1.63828
510,Ecuador,2001,Developing,73.4,158.0,9,4.13,14.5887403,69.0,2,44.3,10,9.0,3.86,89.0,0.3,193.741571,12852755.0,1.6,1.5,0.67,12.4,South America,False,73.078,12914660,1.877711066,3.75336552,634.8806805,55.00188839,6090.973482,2.670443674,1.569375982,13.12171368,83.03977494,12.4,1.50132
511,Ecuador,2000,Developing,72.8,163.0,9,3.99,84.17527008,36.0,0,43.6,11,83.0,3.38,87.0,0.3,1451.29776,12628596.0,1.6,1.5,0.668,12.4,South America,False,72.761,12681123,1.738804994,3.33109641,634.7798432,55.28466742,5832.268524,1.462188536,1.452075953,13.91233815,82.30737004,12.0,1.34402
512,Egypt,2015,Developing,79.0,159.0,51,,0.0,93.0,5432,61.1,60,93.0,,93.0,0.1,,,2.8,2.8,0.688,13.1,Africa,False,71.117,90424668,2.423232509,5.02518845,1684.911332,0.05210106,10895.94317,33.89460391,1.689694836,0.191124016,99.0256283,30.2,0.11
513,Egypt,2014,Developing,78.0,161.0,53,0.21,0.0,94.0,1314,6.2,62,94.0,5.64,94.0,0.1,,,2.8,2.8,0.686,13.1,Africa,False,70.928,88404652,2.419103472,4.91730928,1685.468926,0.055560802,11221.38039,29.4,1.610056977,0.276837318,98.94469919,29.5,0.11
514,Egypt,2013,Developing,79.0,159.0,54,0.21,0.0,97.0,405,59.4,63,97.0,5.46,97.0,0.1,,,2.9,2.8,0.681,12.8,Africa,False,70.736,86422240,2.487785551,4.71025944,1685.818794,0.059020543,11092.74326,26.4,1.648175793,0.362394552,98.86391957,28.7,0.11
515,Egypt,2012,Developing,72.0,165.0,54,0.23,0.0,93.0,245,58.6,64,93.0,5.29,93.0,0.1,,,2.9,2.8,0.673,12.4,Africa,False,70.543,84529251,2.434305307,4.35706949,1576.039626,0.062480285,9686.046264,25.6,1.837025559,0.621543054,98.78330921,27.9,0.11
516,Egypt,2011,Developing,74.0,168.0,55,0.22,0.0,96.0,26,57.8,64,96.0,5.4,96.0,0.1,,,2.9,2.9,0.671,12.4,Africa,False,70.349,82761244,2.42033575,4.1531949,1537.256725,0.065940027,9523.553039,21.6,1.952967042,0.723400576,98.70241581,27.2,0.11
517,Egypt,2010,Developing,70.0,173.0,54,0.22,0.0,97.0,16,57.0,64,97.0,4.8,97.0,0.1,,,3.0,2.9,0.665,12.2,Africa,False,70.159,81134789,2.436192983,4.37870121,1470.56458,0.065294088,9129.202625,20.0,2.032645043,0.825209204,98.62161863,26.5,0.11
518,Egypt,2009,Developing,69.9,174.0,54,0.21,0.0,97.0,608,56.2,64,97.0,5.1,97.0,0.1,,,3.0,3.0,0.659,12.0,Africa,False,69.971,79636081,2.38509982,4.46634817,1424.56825,0.064648149,8829.135251,18.01,2.180785485,0.926979943,98.54089121,25.8,0.11056
519,Egypt,2008,Developing,69.8,172.0,54,0.24,0.0,97.0,668,55.5,65,97.0,4.82,97.0,0.1,,,3.1,3.0,0.651,11.9,Africa,False,69.788,78232124,2.34430544,4.44493246,1333.29136,0.06400221,8229.523278,16.03,2.379634675,1.028699537,98.46026211,25.2,0.11247
520,Egypt,2007,Developing,69.7,171.0,55,0.21,0.0,98.0,1684,54.8,65,98.0,4.95,98.0,0.1,,,3.1,3.1,0.644,11.7,Africa,False,69.608,76873670,2.22117664,4.84190083,1261.963549,0.063356271,7614.842917,13.66,2.606218603,1.130610309,98.37929106,24.6,0.10749
521,Egypt,2006,Developing,69.5,175.0,55,0.18,0.0,98.0,953,54.2,66,98.0,5.24,98.0,0.1,,,3.2,3.1,0.636,11.5,Africa,False,69.434,75523576,2.147938562,4.92229176,1190.272786,0.062710332,7037.341176,12.75,2.714220407,1.232966031,98.29760753,24.0,0.1022
522,Egypt,2005,Developing,69.4,174.0,56,0.16,0.0,98.0,77,53.5,68,98.0,5.6,98.0,0.1,,,3.2,3.2,0.629,11.4,Africa,False,69.271,74172073,1.948172596,4.85732365,1146.635584,0.062064393,6650.316968,11.92,2.877531237,1.335425288,98.21585572,23.4,0.08461
523,Egypt,2004,Developing,69.0,176.0,57,0.16,0.0,97.0,80,52.9,70,97.0,5.21,97.0,0.1,,,3.3,3.2,0.623,11.2,Africa,False,69.116,72826102,1.826542965,5.2242527,1078.952963,0.061418454,6336.851671,4.037885107,3.17728527,1.437988337,98.13405103,22.9,0.07547
